order_date,order_id,year,month,week,customer_id,platform_id,platform_name,location_id,location_name,region,order_amount,is_negative_revenue,is_future_date,is_missing_key,is_duplicate_order,is_anomalous_day_x,is_anomalous_day_y,is_anomalous_day
2024-06-05,75,2024,6,23,1249,3,Marketplace,1,Delhi,North,638.88,False,False,False,False,False,False,False
2025-07-21,76,2025,7,30,56,3,Marketplace,3,Bangalore,South,869.46,False,False,False,False,False,False,False
2025-03-12,77,2025,3,11,1280,2,Mobile App,1,Delhi,North,446.81,False,False,False,False,False,False,False
2024-11-24,78,2024,11,47,989,1,Web,2,Mumbai,West,1202.53,False,False,False,False,False,False,False
2024-06-08,79,2024,6,23,71,2,Mobile App,1,Delhi,North,1065.66,False,False,False,False,False,False,False
2024-09-08,80,2024,9,36,812,1,Web,2,Mumbai,West,644.55,False,False,False,False,False,False,False
2025-12-24,81,2025,12,52,129,2,Mobile App,2,Mumbai,West,1944.25,False,False,False,False,False,False,False
2024-03-22,82,2024,3,12,1560,1,Web,3,Bangalore,South,298.93,False,False,False,False,False,False,False
2025-03-05,83,2025,3,10,317,3,Marketplace,1,Delhi,North,729.24,False,False,False,False,True,True,True
2025-07-05,84,2025,7,27,1383,1,Web,4,Hyderabad,South,2015.8,False,False,False,False,False,False,False
2024-08-28,85,2024,8,35,893,3,Marketplace,3,Bangalore,South,2822.67,False,False,False,False,False,False,False
2025-05-29,86,2025,5,22,944,1,Web,3,Bangalore,South,814.77,False,False,False,False,False,False,False
2024-02-07,87,2024,2,6,1049,2,Mobile App,3,Bangalore,South,1145.81,False,False,False,False,False,False,False
2024-11-06,88,2024,11,45,1854,1,Web,2,Mumbai,West,759.26,False,False,False,False,False,False,False
2025-06-10,89,2025,6,24,1584,3,Marketplace,4,Hyderabad,South,1399.43,False,False,False,False,False,False,False
2025-06-08,90,2025,6,23,643,3,Marketplace,3,Bangalore,South,1539.67,False,False,False,False,False,False,False
2025-09-18,91,2025,9,38,622,1,Web,4,Hyderabad,South,755.28,False,False,False,False,False,False,False
2025-02-09,92,2025,2,6,5,1,Web,4,Hyderabad,South,667.01,False,False,False,False,False,False,False
2024-11-07,94,2024,11,45,1545,1,Web,3,Bangalore,South,1428.4,False,False,False,False,False,False,False
2024-11-14,95,2024,11,46,126,3,Marketplace,2,Mumbai,West,1472.26,False,False,False,False,True,True,True
2025-06-08,96,2025,6,23,623,1,Web,1,Delhi,North,1118.16,False,False,False,False,False,False,False
2024-10-11,97,2024,10,41,935,3,Marketplace,4,Hyderabad,South,2897.75,False,False,False,False,False,False,False
2024-03-24,98,2024,3,12,1169,1,Web,3,Bangalore,South,567.72,False,False,False,False,False,False,False
2025-11-16,99,2025,11,46,910,1,Web,2,Mumbai,West,1231.59,False,False,False,False,False,False,False
2025-02-21,100,2025,2,8,1173,1,Web,3,Bangalore,South,254.71,False,False,False,False,False,False,False
2024-02-17,101,2024,2,7,1790,1,Web,1,Delhi,North,1113.93,False,False,False,False,False,False,False
2025-10-22,102,2025,10,43,1341,1,Web,1,Delhi,North,509.42,False,False,False,False,False,False,False
2024-01-29,103,2024,1,5,477,1,Web,2,Mumbai,West,725.59,False,False,False,False,False,False,False
2024-08-18,104,2024,8,33,1794,2,Mobile App,3,Bangalore,South,1104.77,False,False,False,False,False,False,False
2024-10-07,105,2024,10,41,558,1,Web,4,Hyderabad,South,1111.39,False,False,False,False,False,False,False
2025-04-25,107,2025,4,17,1625,1,Web,3,Bangalore,South,2314.64,False,False,False,False,False,False,False
2024-02-18,108,2024,2,7,1427,3,Marketplace,1,Delhi,North,455.77,False,False,False,False,False,False,False
2025-12-01,109,2025,12,49,1950,3,Marketplace,4,Hyderabad,South,1485.81,False,False,False,False,False,False,False
2025-06-30,111,2025,6,27,823,1,Web,3,Bangalore,South,270.7,False,False,False,False,False,False,False
2024-05-31,112,2024,5,22,507,1,Web,2,Mumbai,West,1465.0,False,False,False,False,False,False,False
2024-03-01,113,2024,3,9,1345,1,Web,4,Hyderabad,South,1029.61,False,False,False,False,False,False,False
2025-07-30,114,2025,7,31,1137,1,Web,3,Bangalore,South,930.46,False,False,False,False,False,False,False
2025-09-28,115,2025,9,39,1309,1,Web,3,Bangalore,South,1032.5,False,False,False,False,False,False,False
2024-11-05,116,2024,11,45,1484,2,Mobile App,4,Hyderabad,South,1761.74,False,False,False,False,False,False,False
2025-05-10,117,2025,5,19,1992,2,Mobile App,1,Delhi,North,670.72,False,False,False,False,False,False,False
2025-05-20,118,2025,5,21,1554,3,Marketplace,1,Delhi,North,1665.77,False,False,False,False,False,False,False
2025-04-27,119,2025,4,17,718,1,Web,1,Delhi,North,686.47,False,False,False,False,False,False,False
2025-07-15,120,2025,7,29,1363,3,Marketplace,2,Mumbai,West,1587.62,False,False,False,False,False,False,False
2025-06-14,121,2025,6,24,1166,1,Web,4,Hyderabad,South,3361.72,False,False,False,False,False,False,False
2024-09-21,122,2024,9,38,343,1,Web,1,Delhi,North,2309.47,False,False,False,False,True,True,True
2025-03-08,123,2025,3,10,237,1,Web,2,Mumbai,West,830.61,False,False,False,False,False,False,False
2024-07-19,124,2024,7,29,1197,2,Mobile App,1,Delhi,North,2564.9,False,False,False,False,False,False,False
2025-01-15,126,2025,1,3,487,1,Web,3,Bangalore,South,1409.55,False,False,False,False,False,False,False
2024-04-23,127,2024,4,17,310,1,Web,1,Delhi,North,932.19,False,False,False,False,False,False,False
2024-03-08,128,2024,3,10,85,1,Web,3,Bangalore,South,932.68,False,False,False,False,False,False,False
2025-08-06,129,2025,8,32,260,2,Mobile App,1,Delhi,North,718.39,False,False,False,False,False,False,False
2024-09-17,130,2024,9,38,650,2,Mobile App,1,Delhi,North,1314.24,False,False,False,False,False,False,False
2025-03-08,131,2025,3,10,477,1,Web,1,Delhi,North,2941.22,False,False,False,False,False,False,False
2025-10-16,132,2025,10,42,1749,1,Web,2,Mumbai,West,1656.65,False,False,False,False,False,False,False
2024-08-08,136,2024,8,32,1133,1,Web,1,Delhi,North,1182.31,False,False,False,False,False,False,False
2024-04-27,137,2024,4,17,880,1,Web,2,Mumbai,West,2049.28,False,False,False,False,False,False,False
2025-05-17,138,2025,5,20,1650,2,Mobile App,4,Hyderabad,South,692.74,False,False,False,False,False,False,False
2024-02-09,140,2024,2,6,1953,2,Mobile App,2,Mumbai,West,2734.46,False,False,False,False,False,False,False
2024-08-16,141,2024,8,33,272,3,Marketplace,1,Delhi,North,538.17,False,False,False,False,False,False,False
2025-09-23,142,2025,9,39,270,1,Web,2,Mumbai,West,1494.95,False,False,False,False,False,False,False
2024-11-21,143,2024,11,47,1257,2,Mobile App,3,Bangalore,South,2837.45,False,False,False,False,False,False,False
2025-10-15,144,2025,10,42,1715,2,Mobile App,3,Bangalore,South,5067.01,False,False,False,False,False,False,False
2024-11-02,145,2024,11,44,1551,1,Web,4,Hyderabad,South,3540.15,False,False,False,False,False,False,False
2024-04-25,146,2024,4,17,1148,2,Mobile App,3,Bangalore,South,974.37,False,False,False,False,False,False,False
2025-02-05,147,2025,2,6,1079,2,Mobile App,3,Bangalore,South,3299.05,False,False,False,False,False,False,False
2024-07-02,148,2024,7,27,1442,1,Web,2,Mumbai,West,748.35,False,False,False,False,False,False,False
2025-01-23,149,2025,1,4,333,2,Mobile App,1,Delhi,North,637.28,False,False,False,False,False,False,False
2025-10-17,150,2025,10,42,169,2,Mobile App,1,Delhi,North,2287.57,False,False,False,False,False,False,False
2025-04-10,151,2025,4,15,1767,1,Web,2,Mumbai,West,415.92,False,False,False,False,False,False,False
2024-03-10,153,2024,3,10,1478,1,Web,1,Delhi,North,644.13,False,False,False,False,False,False,False
2024-11-11,154,2024,11,46,1116,2,Mobile App,3,Bangalore,South,1236.71,False,False,False,False,False,False,False
2025-04-15,155,2025,4,16,1133,1,Web,1,Delhi,North,2600.12,False,False,False,False,False,False,False
2025-11-20,156,2025,11,47,749,1,Web,4,Hyderabad,South,811.76,False,False,False,False,False,False,False
2024-06-18,157,2024,6,25,853,2,Mobile App,1,Delhi,North,198.73,False,False,False,False,False,False,False
2025-04-23,159,2025,4,17,1997,1,Web,3,Bangalore,South,6102.25,False,False,False,False,False,False,False
2025-01-11,160,2025,1,2,1633,1,Web,2,Mumbai,West,483.94,False,False,False,False,False,False,False
2025-10-05,161,2025,10,40,338,3,Marketplace,1,Delhi,North,1638.07,False,False,False,False,False,False,False
2025-02-03,162,2025,2,6,176,3,Marketplace,3,Bangalore,South,1175.98,False,False,False,False,False,False,False
2024-02-08,163,2024,2,6,445,2,Mobile App,3,Bangalore,South,326.44,False,False,False,False,False,False,False
2025-09-28,164,2025,9,39,1744,1,Web,4,Hyderabad,South,2107.98,False,False,False,False,False,False,False
2025-11-13,165,2025,11,46,142,1,Web,4,Hyderabad,South,556.92,False,False,False,False,False,False,False
2024-12-03,166,2024,12,49,1101,1,Web,3,Bangalore,South,1665.04,False,False,False,False,False,False,False
2024-03-24,167,2024,3,12,1836,2,Mobile App,1,Delhi,North,973.98,False,False,False,False,False,False,False
2024-03-23,168,2024,3,12,568,2,Mobile App,4,Hyderabad,South,2740.4,False,False,False,False,False,False,False
2024-12-24,169,2024,12,52,1116,1,Web,1,Delhi,North,968.24,False,False,False,False,False,False,False
2024-01-14,170,2024,1,2,721,1,Web,3,Bangalore,South,1474.92,False,False,False,False,True,True,True
2025-04-09,171,2025,4,15,76,1,Web,4,Hyderabad,South,488.1,False,False,False,False,False,False,False
2024-06-17,172,2024,6,25,1170,1,Web,1,Delhi,North,706.91,False,False,False,False,False,False,False
2025-09-27,173,2025,9,39,1680,2,Mobile App,2,Mumbai,West,1680.39,False,False,False,False,False,False,False
2024-03-11,174,2024,3,11,440,1,Web,1,Delhi,North,1521.96,False,False,False,False,False,False,False
2025-01-30,175,2025,1,5,817,1,Web,3,Bangalore,South,1709.11,False,False,False,False,False,False,False
2025-10-02,176,2025,10,40,441,3,Marketplace,4,Hyderabad,South,3519.24,False,False,False,False,False,False,False
2025-07-10,177,2025,7,28,1043,2,Mobile App,3,Bangalore,South,1102.04,False,False,False,False,False,False,False
2024-02-25,178,2024,2,8,885,1,Web,2,Mumbai,West,678.21,False,False,False,False,False,False,False
2025-10-07,179,2025,10,41,93,2,Mobile App,4,Hyderabad,South,2422.48,False,False,False,False,False,False,False
2024-10-07,180,2024,10,41,604,1,Web,3,Bangalore,South,2011.72,False,False,False,False,False,False,False
2024-04-26,181,2024,4,17,643,1,Web,1,Delhi,North,1389.64,False,False,False,False,False,False,False
2025-03-16,182,2025,3,11,1287,2,Mobile App,3,Bangalore,South,1519.92,False,False,False,False,False,False,False
2024-02-21,183,2024,2,8,1117,1,Web,3,Bangalore,South,418.35,False,False,False,False,False,False,False
2025-11-09,184,2025,11,45,1302,1,Web,2,Mumbai,West,1765.34,False,False,False,False,False,False,False
2024-03-13,185,2024,3,11,1418,1,Web,3,Bangalore,South,2039.21,False,False,False,False,False,False,False
2024-08-06,186,2024,8,32,330,1,Web,4,Hyderabad,South,1765.81,False,False,False,False,False,False,False
2024-08-03,187,2024,8,31,1927,1,Web,1,Delhi,North,1573.89,False,False,False,False,False,False,False
2024-04-07,188,2024,4,14,1650,2,Mobile App,2,Mumbai,West,208.46,False,False,False,False,False,False,False
2024-03-15,189,2024,3,11,1689,1,Web,3,Bangalore,South,723.78,False,False,False,False,True,True,True
2024-08-22,190,2024,8,34,630,2,Mobile App,3,Bangalore,South,1522.4,False,False,False,False,False,False,False
2024-12-21,191,2024,12,51,438,2,Mobile App,4,Hyderabad,South,3013.43,False,False,False,False,False,False,False
2024-11-13,193,2024,11,46,1878,1,Web,1,Delhi,North,801.17,False,False,False,False,False,False,False
2024-01-02,194,2024,1,1,557,1,Web,2,Mumbai,West,806.57,False,False,False,False,False,False,False
2024-11-07,195,2024,11,45,493,3,Marketplace,2,Mumbai,West,2785.71,False,False,False,False,False,False,False
2024-07-12,196,2024,7,28,716,1,Web,3,Bangalore,South,1796.2,False,False,False,False,False,False,False
2024-06-07,197,2024,6,23,1697,1,Web,2,Mumbai,West,3130.43,False,False,False,False,False,False,False
2024-09-24,198,2024,9,39,1850,1,Web,1,Delhi,North,795.6,False,False,False,False,False,False,False
2024-01-07,199,2024,1,1,1617,2,Mobile App,1,Delhi,North,717.5,False,False,False,False,False,False,False
2024-06-29,200,2024,6,26,560,3,Marketplace,2,Mumbai,West,1474.5,False,False,False,False,False,False,False
2025-05-09,201,2025,5,19,1646,1,Web,3,Bangalore,South,1150.98,False,False,False,False,False,False,False
2024-06-25,202,2024,6,26,339,1,Web,2,Mumbai,West,3425.65,False,False,False,False,False,False,False
2024-10-18,203,2024,10,42,1613,2,Mobile App,3,Bangalore,South,362.87,False,False,False,False,False,False,False
2025-01-12,204,2025,1,2,244,2,Mobile App,1,Delhi,North,159.98,False,False,False,False,False,False,False
2025-10-26,205,2025,10,43,1615,1,Web,3,Bangalore,South,1888.94,False,False,False,False,False,False,False
2024-09-09,206,2024,9,37,87,1,Web,1,Delhi,North,619.5,False,False,False,False,False,False,False
2025-10-17,207,2025,10,42,1856,1,Web,3,Bangalore,South,1506.11,False,False,False,False,False,False,False
2025-11-09,208,2025,11,45,200,1,Web,1,Delhi,North,2750.19,False,False,False,False,False,False,False
2025-12-19,211,2025,12,51,1375,1,Web,3,Bangalore,South,86.37,False,False,False,False,False,False,False
2024-12-21,212,2024,12,51,211,1,Web,1,Delhi,North,298.69,False,False,False,False,False,False,False
2025-12-15,213,2025,12,51,1246,2,Mobile App,4,Hyderabad,South,385.54,False,False,False,False,False,False,False
2024-02-20,214,2024,2,8,971,1,Web,1,Delhi,North,1487.65,False,False,False,False,False,False,False
2025-06-08,215,2025,6,23,802,1,Web,3,Bangalore,South,1846.63,False,False,False,False,False,False,False
2025-04-01,216,2025,4,14,1918,1,Web,3,Bangalore,South,1930.95,False,False,False,False,False,False,False
2024-05-02,217,2024,5,18,1203,1,Web,1,Delhi,North,699.34,False,False,False,False,False,False,False
2025-01-03,218,2025,1,1,1868,1,Web,1,Delhi,North,351.58,False,False,False,False,False,False,False
2025-01-08,219,2025,1,2,1762,1,Web,3,Bangalore,South,1052.44,False,False,False,False,False,False,False
2024-09-12,220,2024,9,37,652,3,Marketplace,2,Mumbai,West,683.0,False,False,False,False,False,False,False
2025-09-07,221,2025,9,36,1381,1,Web,1,Delhi,North,2547.78,False,False,False,False,False,False,False
2025-09-09,222,2025,9,37,1931,1,Web,2,Mumbai,West,438.31,False,False,False,False,False,False,False
2024-12-23,223,2024,12,52,613,1,Web,2,Mumbai,West,2032.52,False,False,False,False,False,False,False
2024-07-01,224,2024,7,27,1491,2,Mobile App,4,Hyderabad,South,3149.82,False,False,False,False,False,False,False
2024-07-01,225,2024,7,27,1733,3,Marketplace,1,Delhi,North,409.97,False,False,False,False,False,False,False
2025-03-07,226,2025,3,10,1133,1,Web,3,Bangalore,South,2526.28,False,False,False,False,False,False,False
2024-11-24,227,2024,11,47,250,3,Marketplace,2,Mumbai,West,2511.43,False,False,False,False,False,False,False
2024-01-03,228,2024,1,1,1114,2,Mobile App,4,Hyderabad,South,240.0,False,False,False,False,False,False,False
2025-05-04,229,2025,5,18,1012,2,Mobile App,3,Bangalore,South,1503.95,False,False,False,False,False,False,False
2024-08-18,230,2024,8,33,330,3,Marketplace,3,Bangalore,South,1632.85,False,False,False,False,False,False,False
2025-08-20,231,2025,8,34,728,2,Mobile App,1,Delhi,North,1659.91,False,False,False,False,False,False,False
2024-01-31,232,2024,1,5,458,2,Mobile App,1,Delhi,North,969.9,False,False,False,False,False,False,False
2024-11-10,233,2024,11,45,855,1,Web,2,Mumbai,West,619.62,False,False,False,False,False,False,False
2025-08-03,234,2025,8,31,1231,1,Web,1,Delhi,North,4016.69,False,False,False,False,False,False,False
2025-05-15,235,2025,5,20,161,3,Marketplace,2,Mumbai,West,809.65,False,False,False,False,False,False,False
2025-11-06,236,2025,11,45,1770,1,Web,2,Mumbai,West,900.52,False,False,False,False,False,False,False
2025-10-31,237,2025,10,44,1526,1,Web,4,Hyderabad,South,1299.97,False,False,False,False,False,False,False
2025-05-18,238,2025,5,20,757,1,Web,1,Delhi,North,953.11,False,False,False,False,False,False,False
2025-12-25,239,2025,12,52,61,3,Marketplace,4,Hyderabad,South,3051.84,False,False,False,False,False,False,False
2024-04-06,240,2024,4,14,611,1,Web,1,Delhi,North,844.91,False,False,False,False,False,False,False
2024-08-06,241,2024,8,32,459,1,Web,1,Delhi,North,622.47,False,False,False,False,False,False,False
2025-07-12,242,2025,7,28,307,2,Mobile App,2,Mumbai,West,2012.77,False,False,False,False,False,False,False
2025-06-29,243,2025,6,26,357,1,Web,1,Delhi,North,2180.14,False,False,False,False,True,True,True
2024-10-26,244,2024,10,43,588,1,Web,2,Mumbai,West,473.88,False,False,False,False,False,False,False
2025-09-04,245,2025,9,36,1131,2,Mobile App,2,Mumbai,West,3953.5,False,False,False,False,False,False,False
2025-09-03,246,2025,9,36,1457,1,Web,3,Bangalore,South,955.06,False,False,False,False,False,False,False
2024-08-20,247,2024,8,34,691,1,Web,4,Hyderabad,South,1295.84,False,False,False,False,False,False,False
2024-09-16,248,2024,9,38,1982,2,Mobile App,4,Hyderabad,South,2507.72,False,False,False,False,False,False,False
2024-03-26,249,2024,3,13,1326,1,Web,1,Delhi,North,2948.23,False,False,False,False,False,False,False
2025-03-09,250,2025,3,10,1194,1,Web,3,Bangalore,South,3351.85,False,False,False,False,False,False,False
2024-02-06,251,2024,2,6,1543,3,Marketplace,2,Mumbai,West,2663.23,False,False,False,False,False,False,False
2024-01-10,252,2024,1,2,898,1,Web,2,Mumbai,West,508.0,False,False,False,False,False,False,False
2024-05-19,254,2024,5,20,1849,3,Marketplace,2,Mumbai,West,1237.22,False,False,False,False,False,False,False
2024-07-05,255,2024,7,27,1368,1,Web,3,Bangalore,South,2091.3,False,False,False,False,False,False,False
2025-10-19,256,2025,10,42,1066,1,Web,3,Bangalore,South,457.27,False,False,False,False,False,False,False
2024-02-05,258,2024,2,6,1493,1,Web,4,Hyderabad,South,393.5,False,False,False,False,False,False,False
2024-03-28,259,2024,3,13,1558,1,Web,3,Bangalore,South,3749.53,False,False,False,False,False,False,False
2025-01-26,260,2025,1,4,858,2,Mobile App,2,Mumbai,West,2537.04,False,False,False,False,False,False,False
2024-05-18,261,2024,5,20,1205,1,Web,4,Hyderabad,South,2002.23,False,False,False,False,False,False,False
2025-01-31,262,2025,1,5,1070,1,Web,2,Mumbai,West,1686.75,False,False,False,False,False,False,False
2024-09-24,263,2024,9,39,787,1,Web,4,Hyderabad,South,324.64,False,False,False,False,False,False,False
2025-01-25,264,2025,1,4,832,2,Mobile App,4,Hyderabad,South,3182.88,False,False,False,False,False,False,False
2025-09-23,265,2025,9,39,555,2,Mobile App,4,Hyderabad,South,2880.04,False,False,False,False,False,False,False
2024-09-23,266,2024,9,39,1643,2,Mobile App,3,Bangalore,South,5286.19,False,False,False,False,False,False,False
2024-05-14,267,2024,5,20,1029,2,Mobile App,2,Mumbai,West,470.59,False,False,False,False,False,False,False
2025-04-20,268,2025,4,16,82,1,Web,3,Bangalore,South,1858.54,False,False,False,False,False,False,False
2025-02-06,269,2025,2,6,143,1,Web,1,Delhi,North,1269.5,False,False,False,False,False,False,False
2025-09-07,270,2025,9,36,1817,1,Web,3,Bangalore,South,1118.99,False,False,False,False,False,False,False
2024-02-16,272,2024,2,7,1472,1,Web,4,Hyderabad,South,1111.23,False,False,False,False,False,False,False
2025-01-30,273,2025,1,5,409,1,Web,4,Hyderabad,South,1996.61,False,False,False,False,False,False,False
2025-06-05,274,2025,6,23,204,3,Marketplace,3,Bangalore,South,482.01,False,False,False,False,False,False,False
2025-05-27,275,2025,5,22,1879,1,Web,4,Hyderabad,South,1979.5,False,False,False,False,False,False,False
2024-11-08,276,2024,11,45,965,1,Web,1,Delhi,North,1480.82,False,False,False,False,False,False,False
2025-06-14,278,2025,6,24,1625,1,Web,1,Delhi,North,958.44,False,False,False,False,False,False,False
2024-09-01,281,2024,9,35,1987,3,Marketplace,3,Bangalore,South,999.94,False,False,False,False,False,False,False
2025-02-07,282,2025,2,6,511,2,Mobile App,4,Hyderabad,South,1378.15,False,False,False,False,False,False,False
2024-10-30,283,2024,10,44,96,1,Web,4,Hyderabad,South,297.6,False,False,False,False,False,False,False
2024-01-08,284,2024,1,2,1364,2,Mobile App,1,Delhi,North,2870.05,False,False,False,False,False,False,False
