date,revenue,orders,aov
2024-06-16,94961.0,67,1417.3283582089553
2024-06-17,124725.47,74,1685.4793243243244
2024-06-18,69792.81999999999,51,1368.4866666666665
2024-06-19,119444.58,76,1571.6392105263158
2024-06-20,107857.71,65,1659.3493846153847
2024-06-21,111344.55,64,1739.75859375
2024-06-22,109517.57,61,1795.3700000000001
2024-06-23,123655.69,62,1994.4466129032257
2024-06-24,137801.94,77,1789.6355844155844
2024-06-25,115316.89,70,1647.384142857143
2024-06-26,100039.56,67,1493.1277611940297
2024-06-27,106113.18,62,1711.5029032258064
2024-06-28,79640.47,54,1474.8235185185185
2024-06-29,78772.08,50,1575.4416
2024-06-30,80706.19,48,1681.3789583333335
2024-07-01,113263.96,64,1769.749375
2024-07-02,96125.95999999999,62,1550.4187096774192
2024-07-03,112123.53,52,2156.221730769231
2024-07-04,89819.3,48,1871.2354166666667
2024-07-05,87409.95,60,1456.8325
2024-07-06,92354.55,67,1378.426119402985
2024-07-07,100984.58,59,1711.6030508474576
2024-07-08,109504.75,63,1738.170634920635
2024-07-09,74287.95,53,1401.659433962264
2024-07-10,96314.25,60,1605.2375
2024-07-11,100775.39,67,1504.1102985074626
2024-07-12,113446.77,64,1772.60578125
2024-07-13,72259.46,54,1338.1381481481483
2024-07-14,107069.34,57,1878.4094736842105
2024-07-15,83800.46,48,1745.8429166666667
2024-07-16,105190.5,62,1696.6209677419354
2024-07-17,124809.41,64,1950.14703125
2024-07-18,78816.28,45,1751.472888888889
2024-07-19,93266.31,53,1759.7416981132076
2024-07-20,112117.82,65,1724.8895384615387
2024-07-21,98061.95,62,1581.6443548387097
2024-07-22,104575.67,60,1742.9278333333334
2024-07-23,71529.69,45,1589.5486666666668
2024-07-24,104358.35,54,1932.562037037037
2024-07-25,91543.1,62,1476.5016129032258
2024-07-26,92178.17,62,1486.7446774193547
2024-07-27,105311.76000000001,66,1595.6327272727274
2024-07-28,76018.06,47,1617.4055319148936
2024-07-29,87777.5,57,1539.9561403508771
2024-07-30,84778.41,62,1367.3937096774193
2024-07-31,101089.9,56,1805.1767857142856
2024-08-01,83042.45999999999,55,1509.862909090909
2024-08-02,95568.79,63,1516.9649206349206
2024-08-03,90571.72,54,1677.2540740740742
2024-08-04,105536.0,61,1730.0983606557377
2024-08-05,99203.08,64,1550.048125
2024-08-06,113378.66,65,1744.287076923077
2024-08-07,95603.74,59,1620.402372881356
2024-08-08,116472.87,70,1663.8981428571428
2024-08-09,99784.12,56,1781.8592857142855
2024-08-10,75657.3,61,1240.2836065573772
2024-08-11,94573.44,60,1576.224
2024-08-12,95836.16,56,1711.3600000000001
2024-08-13,76339.55,50,1526.7910000000002
2024-08-14,74409.52,54,1377.9540740740742
2024-08-15,82446.56,58,1421.4924137931034
2024-08-16,80601.19,55,1465.4761818181819
2024-08-17,81289.44,48,1693.53
2024-08-18,105871.87,62,1707.610806451613
2024-08-19,110524.64,71,1556.685070422535
2024-08-20,113945.83,64,1780.40359375
2024-08-21,104812.3,62,1690.5209677419355
2024-08-22,99918.03,62,1611.581129032258
2024-08-23,89585.24,65,1378.2344615384616
2024-08-24,80818.61,49,1649.359387755102
2024-08-25,74281.17,52,1428.4840384615384
2024-08-26,119472.17,81,1474.965061728395
2024-08-27,95831.2,60,1597.1866666666667
2024-08-28,84640.27,48,1763.3389583333335
2024-08-29,107292.7,68,1577.8338235294118
2024-08-30,119299.53,64,1864.05515625
2024-08-31,104578.32,63,1659.9733333333334
2024-09-01,101516.67,72,1409.95375
2024-09-02,91058.61,53,1718.0869811320754
2024-09-03,144686.84,80,1808.5855
2024-09-04,84288.84,57,1478.7515789473684
2024-09-05,121211.74,74,1637.9964864864864
2024-09-06,86393.21,61,1416.2821311475411
2024-09-07,93227.55,64,1456.68046875
2024-09-08,110760.63,73,1517.2689041095891
2024-09-09,109970.1,73,1506.4397260273972
2024-09-10,112321.26,71,1581.9895774647887
2024-09-11,91327.7,63,1449.6460317460317
2024-09-12,86452.78,60,1440.8796666666667
2024-09-13,86825.09,62,1400.4046774193548
2024-09-14,84706.78,56,1512.6210714285714
2024-09-15,100465.47,62,1620.4108064516129
2024-09-16,96632.14,59,1637.8328813559322
2024-09-17,76921.67,53,1451.3522641509433
2024-09-18,108171.8,71,1523.5464788732395
2024-09-19,109808.99,70,1568.6998571428571
2024-09-20,59811.03,43,1390.9541860465115
2024-09-21,108914.3,67,1625.586567164179
2024-09-22,73059.03,49,1491.0006122448979
2024-09-23,94034.31,65,1446.6816923076922
2024-09-24,93616.98,61,1534.7045901639344
2024-09-25,99062.54000000001,57,1737.9392982456143
2024-09-26,101618.95,59,1722.3550847457627
2024-09-27,117924.19,66,1786.7301515151516
2024-09-28,107359.9,61,1759.9983606557375
2024-09-29,108223.06,64,1690.9853125
2024-09-30,78368.49,48,1632.676875
2024-10-01,88304.82,59,1496.6918644067798
2024-10-02,90143.98,58,1554.2065517241379
2024-10-03,94764.94,61,1553.523606557377
2024-10-04,100455.02,66,1522.0457575757575
2024-10-05,118686.85,63,1883.918253968254
2024-10-06,114471.91,61,1876.5886885245902
2024-10-07,112875.15,65,1736.5407692307692
2024-10-08,75785.24,52,1457.4084615384616
2024-10-09,117465.36,63,1864.5295238095239
2024-10-10,91831.52,58,1583.3020689655173
2024-10-11,91486.24,63,1452.1625396825398
2024-10-12,128874.18000000001,67,1923.4952238805972
2024-10-13,81909.97,58,1412.2408620689655
2024-10-14,104158.64,62,1679.978064516129
2024-10-15,92909.31,62,1498.537258064516
2024-10-16,81782.29000000001,51,1603.5743137254904
2024-10-17,105070.5,63,1667.7857142857142
2024-10-18,95603.44,65,1470.822153846154
2024-10-19,116644.84,66,1767.3460606060605
2024-10-20,81095.98,56,1448.1425
2024-10-21,74878.67,51,1468.2092156862745
2024-10-22,105103.5,64,1642.2421875
2024-10-23,120213.99,68,1767.8527941176471
2024-10-24,99127.51,54,1835.6946296296296
2024-10-25,83937.42,52,1614.1811538461538
2024-10-26,114618.61,70,1637.4087142857143
2024-10-27,90822.81,56,1621.8358928571429
2024-10-28,85256.14,54,1578.8174074074075
2024-10-29,113374.70999999999,67,1692.1598507462686
2024-10-30,86530.97,54,1602.4253703703705
2024-10-31,119196.89,68,1752.8954411764705
2024-11-01,100130.59999999999,63,1589.374603174603
2024-11-02,122827.39,75,1637.6985333333332
2024-11-03,105154.06999999999,62,1696.033387096774
2024-11-04,93121.76,61,1526.5862295081965
2024-11-05,93852.15,57,1646.5289473684209
2024-11-06,122893.67,84,1463.0198809523808
2024-11-07,85571.8,56,1528.0678571428573
2024-11-08,86981.59,60,1449.6931666666667
2024-11-09,76464.72,45,1699.2160000000001
2024-11-10,107729.56999999999,66,1632.266212121212
2024-11-11,97901.55,53,1847.1990566037737
2024-11-12,93216.18,56,1664.5746428571426
2024-11-13,76739.55,51,1504.6970588235295
2024-11-14,123374.68000000001,74,1667.2254054054056
2024-11-15,77822.46,48,1621.3012500000002
2024-11-16,110296.87,68,1622.012794117647
2024-11-17,141807.16,70,2025.8165714285715
2024-11-18,103030.34,61,1689.0219672131147
2024-11-19,109674.5,65,1687.3
2024-11-20,95502.44,61,1565.6137704918033
2024-11-21,89591.5,58,1544.6810344827586
2024-11-22,75656.96,45,1681.2657777777779
2024-11-23,103292.96,63,1639.5707936507938
2024-11-24,100842.15,58,1738.6577586206895
2024-11-25,100996.84999999999,65,1553.7976923076922
2024-11-26,100465.76,64,1569.7775
2024-11-27,119444.52,67,1782.7540298507463
2024-11-28,91871.81,54,1701.3298148148149
2024-11-29,74391.51,49,1518.194081632653
2024-11-30,104904.67,60,1748.4111666666665
2024-12-01,138952.75,78,1781.445512820513
2024-12-02,126186.97,80,1577.337125
2024-12-03,129726.44,79,1642.106835443038
2024-12-04,121356.28,69,1758.7866666666666
2024-12-05,95826.92,70,1368.956
2024-12-06,94478.96,59,1601.3383050847458
2024-12-07,90431.83,57,1586.5233333333333
2024-12-08,115271.76,81,1423.108148148148
2024-12-09,101030.88,74,1365.2821621621622
2024-12-10,99095.67,64,1548.36984375
2024-12-11,97275.94,72,1351.0547222222222
2024-12-12,113847.93000000001,66,1724.9686363636365
2024-12-13,109199.35,67,1629.8410447761196
2024-12-14,89914.28,54,1665.0792592592593
2024-12-15,113115.47,67,1688.2905970149254
2024-12-16,94358.42,67,1408.3346268656717
2024-12-17,96318.70999999999,71,1356.6015492957745
2024-12-18,117295.42,75,1563.9389333333334
2024-12-19,98712.94,64,1542.3896875
2024-12-20,107263.3,65,1650.2046153846154
2024-12-21,86539.54,62,1395.7990322580645
2024-12-22,122695.36,70,1752.7908571428572
2024-12-23,98721.03,67,1473.448208955224
2024-12-24,95974.86,61,1573.3583606557377
2024-12-25,80549.16,57,1413.143157894737
2024-12-26,96811.46,64,1512.6790625
2024-12-27,125863.35,75,1678.178
2024-12-28,86317.05,55,1569.4009090909092
2024-12-29,106362.73,62,1715.5279032258063
2024-12-30,70895.03,50,1417.9006
2024-12-31,107755.44,65,1657.776
2025-01-01,92635.85,58,1597.169827586207
2025-01-02,140548.06,76,1849.3165789473685
2025-01-03,102951.94,53,1942.4894339622642
2025-01-04,112301.91,72,1559.74875
2025-01-05,106563.64,68,1567.1123529411764
2025-01-06,105034.66,61,1721.8796721311476
2025-01-07,98431.98,63,1562.412380952381
2025-01-08,77822.42,60,1297.0403333333334
2025-01-09,78560.33,55,1428.3696363636363
2025-01-10,100859.3,59,1709.4796610169492
2025-01-11,107901.84,68,1586.7917647058823
2025-01-12,85007.9,62,1371.0951612903225
2025-01-13,81720.0,55,1485.8181818181818
2025-01-14,90016.59,65,1384.8706153846153
2025-01-15,76810.08,51,1506.08
2025-01-16,66504.12,50,1330.0824
2025-01-17,114193.87,60,1903.2311666666667
2025-01-18,106800.79,61,1750.8326229508195
2025-01-19,109384.09,69,1585.2766666666666
2025-01-20,71114.62,44,1616.2413636363635
2025-01-21,98872.15000000001,62,1594.7120967741937
2025-01-22,137341.94,72,1907.5269444444446
2025-01-23,110117.77,60,1835.2961666666667
2025-01-24,96858.0,67,1445.641791044776
2025-01-25,100729.08,70,1438.9868571428572
2025-01-26,86688.47,51,1699.7739215686274
2025-01-27,84975.63,54,1573.6227777777779
2025-01-28,104192.37,60,1736.5394999999999
2025-01-29,88016.48,54,1629.9348148148147
2025-01-30,86504.5,58,1491.4568965517242
2025-01-31,112656.23,69,1632.6989855072463
2025-02-01,71553.18,54,1325.0588888888888
2025-02-02,94006.06,57,1649.2291228070176
2025-02-03,110888.25,66,1680.125
2025-02-04,108977.45,67,1626.529104477612
2025-02-05,84284.06,58,1453.173448275862
2025-02-06,91804.94,58,1582.8437931034482
2025-02-07,97711.44,59,1656.1261016949154
2025-02-08,85982.28,51,1685.9270588235295
2025-02-09,103864.6,64,1622.884375
2025-02-10,100131.03,56,1788.0541071428572
2025-02-11,57993.3,35,1656.9514285714286
2025-02-12,123143.28,71,1734.412394366197
2025-02-13,109569.45,67,1635.3649253731344
2025-02-14,88281.63,54,1634.845
2025-02-15,91274.03,58,1573.690172413793
2025-02-16,109840.91,64,1716.26421875
2025-02-17,125789.08,73,1723.1380821917808
2025-02-18,135817.8,83,1636.359036144578
2025-02-19,107769.47,70,1539.5638571428572
2025-02-20,93044.4,53,1755.554716981132
2025-02-21,87021.34,55,1582.2061818181817
2025-02-22,99599.3,52,1915.371153846154
2025-02-23,85127.35,55,1547.7700000000002
2025-02-24,112693.08,70,1609.901142857143
2025-02-25,110498.06,69,1601.4211594202898
2025-02-26,95870.03,64,1497.96921875
2025-02-27,112121.43,72,1557.2420833333333
2025-02-28,111362.91,67,1662.132985074627
2025-03-01,97454.63,66,1476.585303030303
2025-03-02,113181.2,67,1689.2716417910447
2025-03-03,92862.0,54,1719.6666666666667
2025-03-04,63632.28,46,1383.3104347826086
2025-03-05,110060.89,70,1572.2984285714285
2025-03-06,107835.44,67,1609.4841791044776
2025-03-07,99666.04,57,1748.5270175438595
2025-03-08,98971.08,62,1596.3077419354838
2025-03-09,120698.59,79,1527.830253164557
2025-03-10,95300.29000000001,56,1701.790892857143
2025-03-11,93569.81,64,1462.02828125
2025-03-12,91607.72,60,1526.7953333333332
2025-03-13,116686.86,61,1912.899344262295
2025-03-14,94950.69,68,1396.3336764705882
2025-03-15,106019.09,60,1766.9848333333332
2025-03-16,98560.13,62,1589.6795161290324
2025-03-17,84091.47,52,1617.143653846154
2025-03-18,76378.63,53,1441.1062264150944
2025-03-19,94695.79,60,1578.2631666666666
2025-03-20,120635.9,73,1652.5465753424658
2025-03-21,91055.07,58,1569.9150000000002
2025-03-22,112683.44,59,1909.888813559322
2025-03-23,73032.39,52,1404.4690384615385
2025-03-24,94080.95,64,1470.01484375
2025-03-25,81677.64,53,1541.0875471698114
2025-03-26,86156.97,60,1435.9495
2025-03-27,100743.47,62,1624.8946774193548
2025-03-28,122653.78,79,1552.579493670886
2025-03-29,97510.66,62,1572.7525806451613
2025-03-30,88164.51,58,1520.0777586206896
2025-03-31,107129.61,67,1598.9494029850746
2025-04-01,118292.03,75,1577.2270666666666
2025-04-02,132409.97,74,1789.323918918919
2025-04-03,75269.73,52,1447.4948076923076
2025-04-04,108081.4,62,1743.2483870967742
2025-04-05,121325.2,61,1988.9377049180328
2025-04-06,84944.6,60,1415.7433333333333
2025-04-07,103869.12,64,1622.955
2025-04-08,88803.78,63,1409.5838095238096
2025-04-09,107789.59,80,1347.3698749999999
2025-04-10,82596.56,60,1376.6093333333333
2025-04-11,75901.96,52,1459.6530769230772
2025-04-12,118881.17,74,1606.5022972972972
2025-04-13,89878.71,57,1576.8194736842106
2025-04-14,100844.73,67,1505.1452238805969
2025-04-15,98085.52,60,1634.7586666666668
2025-04-16,104621.4,68,1538.55
2025-04-17,81162.03,50,1623.2406
2025-04-18,118951.94,80,1486.89925
2025-04-19,99495.47,67,1485.0070149253731
2025-04-20,86598.68,60,1443.3113333333333
2025-04-21,106710.26,69,1546.5255072463767
2025-04-22,97810.09,57,1715.96649122807
2025-04-23,107266.88,64,1676.045
2025-04-24,113650.46,63,1803.9755555555557
2025-04-25,110276.51,62,1778.6533870967742
2025-04-26,91134.85,48,1898.6427083333335
2025-04-27,94546.0,58,1630.103448275862
2025-04-28,88224.42,65,1357.2987692307693
2025-04-29,76296.14,63,1211.0498412698412
2025-04-30,105377.7,60,1756.2949999999998
2025-05-01,107372.68,62,1731.8174193548386
2025-05-02,101243.86,59,1715.997627118644
2025-05-03,86405.85,59,1464.5059322033899
2025-05-04,110955.2,55,2017.3672727272726
2025-05-05,96403.33,65,1483.128153846154
2025-05-06,128608.49,76,1692.2169736842106
2025-05-07,131666.02,80,1645.8252499999999
2025-05-08,89073.5,60,1484.5583333333334
2025-05-09,114735.7,65,1765.1646153846154
2025-05-10,77559.51,53,1463.3869811320753
2025-05-11,92371.8,54,1710.588888888889
2025-05-12,128283.04,75,1710.4405333333332
2025-05-13,107757.40000000001,63,1710.4349206349207
2025-05-14,108167.06,69,1567.6385507246378
2025-05-15,79118.78,63,1255.8536507936508
2025-05-16,91134.29000000001,64,1423.9732812500001
2025-05-17,90463.06999999999,56,1615.4119642857142
2025-05-18,70885.04,43,1648.4893023255813
2025-05-19,83424.12,58,1438.346896551724
2025-05-20,99989.99,65,1538.3075384615386
2025-05-21,82084.66,57,1440.081754385965
2025-05-22,82557.17,60,1375.9528333333333
2025-05-23,88847.4,61,1456.5147540983605
2025-05-24,123380.45,68,1814.418382352941
2025-05-25,119145.95,66,1805.2416666666666
2025-05-26,68140.51,51,1336.088431372549
2025-05-27,98573.09,59,1670.7303389830508
2025-05-28,67131.09,50,1342.6218
2025-05-29,84167.75,56,1502.9955357142858
2025-05-30,87922.98,56,1570.0532142857141
2025-05-31,91287.67,58,1573.9253448275863
2025-06-01,76715.86,51,1504.2325490196079
2025-06-02,117577.73,69,1704.025072463768
2025-06-03,111579.43,67,1665.3646268656714
2025-06-04,67964.8,45,1510.328888888889
2025-06-05,95939.06999999999,60,1598.9844999999998
2025-06-06,93171.01,54,1725.389074074074
2025-06-07,91839.3,64,1434.9890625
2025-06-08,89190.86,61,1462.1452459016393
2025-06-09,104132.99,64,1627.07796875
2025-06-10,132197.27,74,1786.4495945945944
2025-06-11,70257.42,55,1277.4076363636364
2025-06-12,117802.02,67,1758.239104477612
2025-06-13,93373.9,61,1530.7196721311475
2025-06-14,106113.22,64,1658.0190625
2025-06-15,69399.56,42,1652.3704761904762
2025-06-16,78846.85,56,1407.9794642857144
2025-06-17,89611.29,64,1400.17640625
2025-06-18,108390.74,69,1570.8802898550725
2025-06-19,99718.02,69,1445.188695652174
2025-06-20,77100.13,50,1542.0026
2025-06-21,108218.75,75,1442.9166666666667
2025-06-22,123369.8,74,1667.1594594594594
2025-06-23,95369.98,58,1644.31
2025-06-24,105579.97,61,1730.819180327869
2025-06-25,113135.42,72,1571.3252777777777
2025-06-26,87380.61,51,1713.345294117647
2025-06-27,123649.08,75,1648.6544000000001
2025-06-28,61657.89,44,1401.3156818181817
2025-06-29,120086.23,69,1740.380144927536
2025-06-30,79951.22,56,1427.7003571428572
2025-07-01,122122.36,72,1696.1438888888888
2025-07-02,100571.05,60,1676.1841666666667
2025-07-03,91924.48,52,1767.7784615384614
2025-07-04,79781.31999999999,51,1564.3396078431372
2025-07-05,84463.55,51,1656.1480392156864
2025-07-06,78723.51,46,1711.380652173913
2025-07-07,97246.15,63,1543.5896825396824
2025-07-08,90665.38,60,1511.0896666666667
2025-07-09,98984.52,63,1571.1828571428573
2025-07-10,114223.04,71,1608.7752112676055
2025-07-11,116531.43,71,1641.287746478873
2025-07-12,87056.57,54,1612.1587037037038
2025-07-13,64776.7,51,1270.1313725490195
2025-07-14,99590.97,61,1632.6388524590163
2025-07-15,99434.41,67,1484.0956716417911
2025-07-16,117086.11,65,1801.3247692307693
2025-07-17,89546.62,60,1492.4436666666666
2025-07-18,115903.47,71,1632.4432394366197
2025-07-19,91748.95,59,1555.0669491525423
2025-07-20,132236.42,70,1889.0917142857145
2025-07-21,101538.81,57,1781.3826315789474
2025-07-22,100494.40000000001,61,1647.449180327869
2025-07-23,128474.84,77,1668.5044155844155
2025-07-24,115061.52,69,1667.5582608695652
2025-07-25,108529.47,56,1938.0262500000001
2025-07-26,93071.03,47,1980.2346808510638
2025-07-27,87009.73,56,1553.7451785714286
2025-07-28,116181.23,65,1787.4035384615383
2025-07-29,105222.89,74,1421.930945945946
2025-07-30,108841.93,67,1624.5064179104477
2025-07-31,102853.3,62,1658.9241935483872
2025-08-01,109649.28,67,1636.5564179104476
2025-08-02,104680.54000000001,60,1744.6756666666668
2025-08-03,100209.44,61,1642.777704918033
2025-08-04,104524.18000000001,65,1608.064307692308
2025-08-05,114563.83,70,1636.626142857143
2025-08-06,111376.0,60,1856.2666666666667
2025-08-07,96661.28,60,1611.0213333333334
2025-08-08,146806.21,87,1687.4277011494253
2025-08-09,101093.64,50,2021.8728
2025-08-10,90987.12,60,1516.452
2025-08-11,116023.15,67,1731.6888059701491
2025-08-12,99806.92,64,1559.483125
2025-08-13,96606.45,65,1486.2530769230768
2025-08-14,120856.39,72,1678.5609722222223
2025-08-15,107239.43,71,1510.4145070422535
2025-08-16,100095.04,63,1588.8101587301587
2025-08-17,125823.3,74,1700.3148648648648
2025-08-18,110522.97,66,1674.5904545454546
2025-08-19,86170.11,57,1511.7563157894738
2025-08-20,97228.3,63,1543.3063492063493
2025-08-21,90396.6,59,1532.1457627118646
2025-08-22,61243.36,43,1424.2641860465117
2025-08-23,95038.78,53,1793.1845283018868
2025-08-24,102153.0,55,1857.3272727272727
2025-08-25,73578.17,51,1442.7092156862745
2025-08-26,83997.24,57,1473.6357894736843
2025-08-27,90358.68,58,1557.9082758620689
2025-08-28,95955.35,55,1744.6427272727274
2025-08-29,82431.09,59,1397.1371186440676
2025-08-30,72861.22,51,1428.6513725490197
2025-08-31,87766.4,53,1655.9698113207546
2025-09-01,81013.96,50,1620.2792000000002
2025-09-02,90553.02,65,1393.1233846153846
2025-09-03,104376.18000000001,64,1630.8778125000001
2025-09-04,110731.29,67,1652.7058208955223
2025-09-05,101047.37,65,1554.574923076923
2025-09-06,105075.98999999999,63,1667.872857142857
2025-09-07,101142.64,65,1556.0406153846154
2025-09-08,88048.0,56,1572.2857142857142
